BIN Number,Complaint Number,Complaint  Category,Complaint  Category Description,Priority Code,Borough Digit,Borough Name,P_HOUSE_NUMBER,P_STREET_NAME,P_ZIP,P_NUMBER_OF_STORIES,DOF Building Classification,P_FIN_BLDG_CLASS,P_FIN_STORIES,COMPLAINT_DATE,D_MONTH,D_YEAR,INSPECTION_DATE,Inspector ID,Disposition Code,Complaint Disposition Description,cnxarraycolumn,Inspector Comments,C_NOTIFICATION_TEXT,ECB Violation Number
3080172,3582705,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,230,MOFFAT STREET,11207,3,WALK-UP APTS:5 TO 6 FAMILIES,C2,3,11/23/2016,1,2017,1/14/2017 0:00,2554,A3,FULL STOP WORK ORDER SERVED                                             F,0,FULL STOP WORK ORDER ISSUED FOR DENIED OF ENTRY UNDER PERMIT #301839161,,
3080172,3594506,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,230,MOFFAT STREET,11207,3,WALK-UP APTS:5 TO 6 FAMILIES,C2,3,3/8/2017,3,2017,3/18/2017 0:00,2554,H1,PLEASE SEE COMPLAINT NUMBER,0,SEE COMPLIANT # 3582705,,
3080172,3596946,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,230,MOFFAT STREET,11207,3,WALK-UP APTS:5 TO 6 FAMILIES,C2,3,3/30/2017,4,2017,4/1/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,"BY PASS WAS REMOVED ON HEADER AT THE TIME OF MY INSPECTION, WORK WITHOUT A PERMI T; HOT WATER HEATER AND FAILURE TO MAINTAIN; NO HEAT AND HOT WATER.",,35250827H
3080172,3596946,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,230,MOFFAT STREET,11207,3,WALK-UP APTS:5 TO 6 FAMILIES,C2,3,3/30/2017,4,2017,4/1/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,"BY PASS WAS REMOVED ON HEADER AT THE TIME OF MY INSPECTION, WORK WITHOUT A PERMI T; HOT WATER HEATER AND FAILURE TO MAINTAIN; NO HEAT AND HOT WATER.",,35250828J
3080545,3605677,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,90,VANDERVEER ST,11207,2,1 FAMILY DWELLINGS:MISC,A9,2,6/8/2017,6,2017,6/16/2017 0:00,2679,C3,ACCESS DENIED - 1ST ATTEMPT,0,ACCESS DENIED BY MALE. LS4 POSTED,,
3080545,3605677,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,90,VANDERVEER ST,11207,2,1 FAMILY DWELLINGS:MISC,A9,2,6/8/2017,6,2017,6/20/2017 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"KNOCKED ON DOOR, NO ANSWER. FINAL ATTEMPT.",,
3080925,3637883,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,1518,PITKIN AVENUE,11212,2,STORE BUILDING: TWO STORY OR STORE/OFFICE,K2,2,2/9/2018,3,2018,3/2/2018 0:00,2679,C3,ACCESS DENIED - 1ST ATTEMPT,0,ACCESS DENIED BY EMPLOYEES. NOTICE TO CALL FOR INSPECTION POSTED,,
3081000,3636168,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,529,HOPKINSON AVENUE,11212,2,2 FAMILY DWELLINGS:BRICK,B1,2,1/26/2018,2,2018,2/5/2018 0:00,2554,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"NO ANSWER TO DOORBELLS AND KNOCKS ON FRONT DOOR, POSTED NOTICE, 1ST ATTEMPT",,
3081000,3636168,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,529,HOPKINSON AVENUE,11212,2,2 FAMILY DWELLINGS:BRICK,B1,2,1/26/2018,2,2018,2/9/2018 0:00,2744,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"KNOCK ON DOOR, RANG DOORBELL FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO     CALL FOR INSPECTION,, FINAL ATTEMPT..",,
3081194,3627589,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,124,TAPSCOTT STREET,11212,3,WALK-UP APTS:5 TO 6 FAMILIES,C2,3,11/15/2017,11,2017,11/15/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,GAS BEING SUPPLIED TO BUILDING; GAS BEING SUPPLIED TO ILLEGAL APARTMENT IN CELLA R WITH GAS PIPING TAPPED OFF FROM BOILER LINE.,,35268243J
3081516,3583175,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,192,GRAFTON STREET,11212,2,2 FAMILY DWELLINGS:BRICK,B1,2,11/29/2016,12,2016,12/8/2016 0:00,2722,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,NO ANSWER TO BELL OR KNOCKS 1ST ATTEMPT,,
3081516,3583175,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,192,GRAFTON STREET,11212,2,2 FAMILY DWELLINGS:BRICK,B1,2,11/29/2016,12,2016,12/19/2016 0:00,2554,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1,OBSERVED NO FLEX HOSE OR ALTERED PLUMBING AT TIME OF INSPECTION,,
3081743,3609604,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,259,AMBOY STREET,11212,2,WALK-UP APTS:3 FAMILIES,C0,2,7/7/2017,7,2017,7/10/2017 0:00,2695,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG DOOR BELLS, KNOCKED ON DOOR, NO ANSWER. LEFT NOTICE TO CALL FOR INSPECTION",,
3081743,3609604,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,259,AMBOY STREET,11212,2,WALK-UP APTS:3 FAMILIES,C0,2,7/7/2017,8,2017,8/5/2017 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ANSWER TO DOORBELLS AND KNOCKS ON FRONT DOOR, 2ND ATTEMPT",,
3081968,3601610,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,352,LEGION STREET,11212,0,WALK-UP APTS:5 TO 6 FAMILIES,C2,0,5/8/2017,5,2017,5/10/2017 0:00,2758,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,ACCESS TO THE BUILDING; DOOR LEADING TO METER ROOM WAS DEADBOLTED WITH A PAD LOC K; TRIED CALLING NUMBER FOR SUPER LISTED AND GOT NO ANSWER; LEFT NOTICE TO CALL  FOR INSPECTION; **THE ENTRANCE TO 352 LEGION ST IS ON RIVERDALE AVE**; FIRST ATT EMPT,,
3081968,3601610,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,352,LEGION STREET,11212,0,WALK-UP APTS:5 TO 6 FAMILIES,C2,0,5/8/2017,6,2017,6/1/2017 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"ACCESS TO THE BUILDING, NO ACCESS TO GAS METER ROOM, UNABLE TO LOCATE SUPER, 2ND ATTEMPT",,
3082622,3596747,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,176,NEWPORT STREET,11212,2,2 FAMILY DWELLINGS:BRICK,B1,2,3/29/2017,3,2017,3/29/2017 0:00,2554,L1,PARTIAL STOP WORK ORDER                                                 P,0,"PARTIAL STOP WORK ORDER ISSUED FOR NEWLY INSTALLED GAS BOILER, GAS PIPING AND FI TTINGS IN THE CELLAR  GAS IS OFF DUE TO UTILITY REPLACING GAS SERVICE FROM STREE T",,35250659H
3082777,3593344,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,587,BRISTOL STREET,11212,2,2 FAMILY DWELLINGS:BRICK,B1,2,2/28/2017,3,2017,3/4/2017 0:00,2554,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"KNOCKED ON DOOR FOR SEVERAL MINUTES, NO ANSWER,, POSTED NOTICE, 1ST ATTEMPT",,
3082777,3593344,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,587,BRISTOL STREET,11212,2,2 FAMILY DWELLINGS:BRICK,B1,2,2/28/2017,3,2017,3/18/2017 0:00,2664,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"KNOCKED ON DOOR , NO ANSWER",,
3083247,3634594,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,23,ALABAMA AVENUE,11207,1,FACTORY/INDUSTRIAL BLDGS:SEMI-FIREPROOF,F4,1,1/16/2018,1,2018,1/26/2018 0:00,2744,A8,ECB VIOLATION SERVED,0,"I OBSERVED ON THE FIRST FLOOR AREA OF THE FACTORY CEILING SEVERAL SPACE HEATERS  THAT WHERE INSTALLED, NO RECORDS AT DOB OF ANY PERMIT BEING PULLED TO INSTALL TH E HEATERS...",,35268474R
3083247,3634594,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,23,ALABAMA AVENUE,11207,1,FACTORY/INDUSTRIAL BLDGS:SEMI-FIREPROOF,F4,1,1/16/2018,1,2018,1/26/2018 0:00,2744,A8,ECB VIOLATION SERVED,0,"I OBSERVED ON THE FIRST FLOOR AREA OF THE FACTORY CEILING SEVERAL SPACE HEATERS  THAT WHERE INSTALLED, NO RECORDS AT DOB OF ANY PERMIT BEING PULLED TO INSTALL TH E HEATERS...",,35268700X
3083345,3618536,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,2705,ATLANTIC AVENUE,11207,2,STORES WITH APARTMENTS ABOVE,K4,2,9/11/2017,9,2017,9/15/2017 0:00,2679,A8,ECB VIOLATION SERVED,0,"VIOLATIONS ISSUED FOR WORK WITHOUT PERMIT- NEW GAS LINE FOR 2 GAS FIRED HEATERS  IN THE STORE, UNIONS, AND OPEND ENDED GAS LINE. GAS METER VALVE WAS LOCKED BY UT ILITY",,35251784L
3083345,3618536,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,2705,ATLANTIC AVENUE,11207,2,STORES WITH APARTMENTS ABOVE,K4,2,9/11/2017,9,2017,9/15/2017 0:00,2679,A8,ECB VIOLATION SERVED,0,"VIOLATIONS ISSUED FOR WORK WITHOUT PERMIT- NEW GAS LINE FOR 2 GAS FIRED HEATERS  IN THE STORE, UNIONS, AND OPEND ENDED GAS LINE. GAS METER VALVE WAS LOCKED BY UT ILITY",,35251785N
3083451,3620631,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,64,WILLIAMS AVENUE,11207,2,WALK-UP APTS:3 FAMILIES,C0,2,9/25/2017,10,2017,10/28/2017 0:00,2744,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"KNOCK ON DOOR, RANG DOORBELL FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO     CALL FOR INSPECTION, 1ST ATTEMPT..",,
3083451,3620631,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,64,WILLIAMS AVENUE,11207,2,WALK-UP APTS:3 FAMILIES,C0,2,9/25/2017,11,2017,11/2/2017 0:00,2744,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"KNOCK ON DOOR, RANG DOORBELL FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO     CALL FOR INSPECTION,, FINAL ATTEMPT..",,
3083739,3632678,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,1801,PITKIN AVENUE,11212,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,12/26/2017,1,2018,1/2/2018 0:00,2664,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,GAINED ACCESS TO BUILDING. NO SUPER ON SITE NO ACCESS TO BASEMENT METER AREA.    POSTED NOTICE TO CALL FOR INSPECTION,,35268421N
3083739,3632678,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,1801,PITKIN AVENUE,11212,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,12/26/2017,1,2018,1/2/2018 0:00,2664,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,GAINED ACCESS TO BUILDING. NO SUPER ON SITE NO ACCESS TO BASEMENT METER AREA.    POSTED NOTICE TO CALL FOR INSPECTION,,35268422P
3083739,3632678,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,1801,PITKIN AVENUE,11212,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,12/26/2017,1,2018,1/2/2018 0:00,2664,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,GAINED ACCESS TO BUILDING. NO SUPER ON SITE NO ACCESS TO BASEMENT METER AREA.    POSTED NOTICE TO CALL FOR INSPECTION,,35268423R
3083739,3632678,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,1801,PITKIN AVENUE,11212,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,12/26/2017,1,2018,1/2/2018 0:00,2664,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,GAINED ACCESS TO BUILDING. NO SUPER ON SITE NO ACCESS TO BASEMENT METER AREA.    POSTED NOTICE TO CALL FOR INSPECTION,,35268424Z
3083739,3632678,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,1801,PITKIN AVENUE,11212,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,12/26/2017,1,2018,1/11/2018 0:00,2695,A8,ECB VIOLATION SERVED,1,"WORK WITHOUT A PERMIT; GAS PIPING REMOVED AND GAS LINE CAPPED FOR BOILER AND HOT  WATER IN CELLAR, NO TESTING ON GAS LINE AND NO DOB CERTS. FUTURE GAS CONNECTION  FOR GAS METER MARKED STORE. UTILITY LOCKED OFF STORE AND ISOLATED HEAT AND H/W.",,35268421N
3083739,3632678,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,1801,PITKIN AVENUE,11212,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,12/26/2017,1,2018,1/11/2018 0:00,2695,A8,ECB VIOLATION SERVED,1,"WORK WITHOUT A PERMIT; GAS PIPING REMOVED AND GAS LINE CAPPED FOR BOILER AND HOT  WATER IN CELLAR, NO TESTING ON GAS LINE AND NO DOB CERTS. FUTURE GAS CONNECTION  FOR GAS METER MARKED STORE. UTILITY LOCKED OFF STORE AND ISOLATED HEAT AND H/W.",,35268422P
3083739,3632678,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,1801,PITKIN AVENUE,11212,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,12/26/2017,1,2018,1/11/2018 0:00,2695,A8,ECB VIOLATION SERVED,1,"WORK WITHOUT A PERMIT; GAS PIPING REMOVED AND GAS LINE CAPPED FOR BOILER AND HOT  WATER IN CELLAR, NO TESTING ON GAS LINE AND NO DOB CERTS. FUTURE GAS CONNECTION  FOR GAS METER MARKED STORE. UTILITY LOCKED OFF STORE AND ISOLATED HEAT AND H/W.",,35268423R
3083739,3632678,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,1801,PITKIN AVENUE,11212,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,12/26/2017,1,2018,1/11/2018 0:00,2695,A8,ECB VIOLATION SERVED,1,"WORK WITHOUT A PERMIT; GAS PIPING REMOVED AND GAS LINE CAPPED FOR BOILER AND HOT  WATER IN CELLAR, NO TESTING ON GAS LINE AND NO DOB CERTS. FUTURE GAS CONNECTION  FOR GAS METER MARKED STORE. UTILITY LOCKED OFF STORE AND ISOLATED HEAT AND H/W.",,35268424Z
3083746,3597749,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,1821,PITKIN AVENUE,11212,4,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,4,4/6/2017,4,2017,4/27/2017 0:00,2554,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"ACCESS TO BUILDING, NO ACCESS TO GAS METER ROOM, UNABLE TO LOCATE SUPER, POSTED  NOTICE, 1ST ATTEMPT",,
3083746,3597749,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,1821,PITKIN AVENUE,11212,4,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,4,4/6/2017,5,2017,5/2/2017 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ACCESS TO BASEMENT, UNABLE TO LOCATE SUPER. FINAL ATTEMPT.",,
3084146,3583195,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,340,WYONA STREET,11207,2,2 FAMILY DWELLINGS:BRICK,B1,2,11/29/2016,12,2016,12/8/2016 0:00,2722,C3,ACCESS DENIED - 1ST ATTEMPT,0,MALE DENIED ACCESS TO PREMISES 1ST ATTEMPT,,
3084146,3583195,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,340,WYONA STREET,11207,2,2 FAMILY DWELLINGS:BRICK,B1,2,11/29/2016,12,2016,12/19/2016 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"FRONT GATE CLOSED AND LOCKED, NO ACCESS, 2ND ATTEMPT",,
3084581,3628040,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,454,BRADFORD STREET,11207,3,WALK-UP APTS:5 TO 6 FAMILIES,C2,3,11/18/2017,11,2017,11/21/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,FAILURE TO MAINTAIN; DOUBLE GAS FLEX CONNECTORS ATTACHED TO GAS STOVE IN APT# 3L . UTILITY COMPANY CAME AND SHUT AND LOCKED OFF AT STOVE.,,35268250H
3084632,3618559,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,470,PENNSYLVANIA AVENUE,11207,2,OFFICE BUILDINGS:OFFICE BUILD W/RESIDENTIAL APTS,O8,2,9/11/2017,9,2017,9/29/2017 0:00,2744,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"KNOCK ON DOOR, RANG DOORBELL FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO     CALL FOR INSPECTION",,35251860Y
3084632,3618559,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,470,PENNSYLVANIA AVENUE,11207,2,OFFICE BUILDINGS:OFFICE BUILD W/RESIDENTIAL APTS,O8,2,9/11/2017,10,2017,10/2/2017 0:00,2744,A8,ECB VIOLATION SERVED,1,"I OBSERVED IN BASEMENT AREA OF THE METER ROOM A UNION/ FLARED FITTING BEING USED  TO CONNECT 2 GAS LINES TOGETHER, WHICH IS PROHIBITED AND NOT CODE-COMPLIANT...",,35251860Y
3084651,3634682,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,497,PENNSYLVANIA AVENUE,11207,2,"2 FAMILY DWELLINGS:MISC(CITY TYPE,OLD,ETC.)",B9,2,1/16/2018,1,2018,1/26/2018 0:00,2744,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"KNOCK ON DOOR, RANG DOORBELL FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO     CALL FOR INSPECTION,, 1ST ATTEMPT..",,
3084651,3634682,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,497,PENNSYLVANIA AVENUE,11207,2,"2 FAMILY DWELLINGS:MISC(CITY TYPE,OLD,ETC.)",B9,2,1/16/2018,2,2018,2/2/2018 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ANSWER TO DOORBELLS AND KNOCKS ON FRONT DOOR, 2ND ATTEMPT",,
3084766,3635334,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,524,BRADFORD STREET,11207,2,2 FAMILY DWELLINGS:BRICK,B1,2,1/22/2018,1,2018,1/26/2018 0:00,2744,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"KNOCK ON DOOR, RANG DOORBELL FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO     CALL FOR INSPECTION,, 1ST ATTEMPT..",,
3084766,3635334,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,524,BRADFORD STREET,11207,2,2 FAMILY DWELLINGS:BRICK,B1,2,1/22/2018,2,2018,2/2/2018 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ANSWER TO DOORBELLS AND KNOCKS ON FRONT DOOR, 2ND ATTEMPT",,
3085190,3585290,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,646,MILLER AVENUE,11207,2,WALK-UP APTS:4 FAMILIES,C3,2,12/16/2016,1,2017,1/14/2017 0:00,2554,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANGED DOORBELL AND KNOCKED ON DOOR, NO ANSWER, POSTED NOTICE, 1ST ATTEMPT",,
3085190,3585290,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,646,MILLER AVENUE,11207,2,WALK-UP APTS:4 FAMILIES,C3,2,12/16/2016,1,2017,1/27/2017 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"RANGED DOORBELL AND KNOCKED ON DOOR, NO ANSWER, 2ND ATTEMPT",,
3085370,3577388,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,470,RIVERDALE AVENUE,11207,3,WALK-UP APTS:5 TO 6 FAMILIES,C2,3,10/11/2016,12,2016,12/1/2016 0:00,2720,A8,ECB VIOLATION SERVED,0,"VIOLATION ISSUED DUE TO WORK WITHOUT A PERMIT, ON GAS PIPING BEHIND THE STOVE IN APT #3.",,35203688P
3085484,3604117,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,608,GEORGIA AVENUE,11207,2,RESIDENCE-MULTI USE:PRIMARY 3 FAMILY W STORE/OFFICE,S3,2,5/25/2017,6,2017,6/10/2017 0:00,2554,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"ACCESS TO BUILDING, NO ACCESS TO GAS METER ROOM, UNABLE TO LOCATE SUPER, POSTED  NOTICE, 1ST ATTEMPT",,
3085484,3604117,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,608,GEORGIA AVENUE,11207,2,RESIDENCE-MULTI USE:PRIMARY 3 FAMILY W STORE/OFFICE,S3,2,5/25/2017,6,2017,6/17/2017 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"ACCESS TO BUILDING, NO ACCESS TO GAS METER ROOM, UNABLE TO LOCATE SUPER, 2ND     ATTEMPT",,
3085629,3593140,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,455,NEW LOTS AVENUE,11207,3,WALK-UP APTS:4 FAMILIES,C3,3,2/27/2017,3,2017,3/18/2017 0:00,2554,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,"NO NEW OR ALTERED PLUMBING OBSERVED AT TIME OF INSPECTION, NO BYPASS OBSERVED",,
3086218,3631333,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,256,HIGHLAND BOULEVARD,11207,25,1 FAMILY DWELLINGS:ATTACHED/SEMI-DETACHED,A5,25,12/13/2017,2,2018,2/7/2018 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ANSWER TO DOORBELLS AND KNOCKS ON FRONT DOOR, 2ND ATTEMPT",,
3086218,3631333,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,256,HIGHLAND BOULEVARD,11207,25,1 FAMILY DWELLINGS:ATTACHED/SEMI-DETACHED,A5,25,12/13/2017,12,2017,12/27/2017 0:00,2554,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"NO ANSWER TO DOORBELLS AND KNOCKS ON FRONT DOOR, POSTED NOTICE, 1ST ATTEMPT",,
3086228,3569986,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,131,SUNNYSIDE AVENUE,11207,3,"2 FAMILY DWELLINGS:MISC(CITY TYPE,OLD,ETC.)",B9,3,8/12/2016,8,2016,8/18/2016 0:00,2722,A8,ECB VIOLATION SERVED,0,"VIOLATION ISSUED FOR WORK WITHOUT PERMIT FOR NEW GAS PIPING IN APT #2 BEHIND GAS  FIRED STOVE, NEW WATER HEATERS INSTALLED IN 1ST FLOOR APT, UTILITY COMPANY ALRE ADY LOCKED AND SHUT METER",,35181892H
3086502,3575058,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,75,ETNA STREET,11208,2,2 FAMILY DWELLINGS:BRICK,B1,2,9/22/2016,10,2016,10/6/2016 0:00,2722,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AT TIME OF INSPECTION AS PER JOB#340428120,,
3087437,3595650,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,107,MILLER AVENUE,11207,25,2 FAMILY DWELLINGS:FRAME,B2,25,3/20/2017,3,2017,3/23/2017 0:00,2720,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG BELLS KNOCKED ON DOOR, NO ANSWER. NOTICE LEFT, 1ST ATTEMPT.",,
3087437,3595650,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,107,MILLER AVENUE,11207,25,2 FAMILY DWELLINGS:FRAME,B2,25,3/20/2017,3,2017,3/25/2017 0:00,2720,C4,ACCESS DENIED - 2ND ATTEMPT,1,ACCESS DENIED BY FEMALE. FINAL ATTEMPT.,,
3087437,3595650,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,107,MILLER AVENUE,11207,25,2 FAMILY DWELLINGS:FRAME,B2,25,3/20/2017,4,2017,4/1/2017 0:00,2554,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,2,"APPOINTMENT SCHEDULE FOR 10AM, NO ANSWER TO PHONE, DOORBELLS AND KNOCKS ON DOOR",,
3087591,3629877,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,174,WARWICK STREET,11207,25,1 FAMILY DWELLINGS:ATTACHED/SEMI-DETACHED,A5,25,12/4/2017,12,2017,12/4/2017 0:00,2679,A3,FULL STOP WORK ORDER SERVED                                             F,0,FULL STOP WORK ORDER ISSUED FOR ALL PLUMBING WORK UNDER PERMIT# 321615230 DUE TO ACCESS DENIED,,
3087591,3629877,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,174,WARWICK STREET,11207,25,1 FAMILY DWELLINGS:ATTACHED/SEMI-DETACHED,A5,25,12/4/2017,12,2017,12/6/2017 0:00,2720,L2,STOP WORK ORDER FULLY RESCINDED                                         N,1,"GAS SERVICE STILL LOCKED, WORK TO BE PERFORMED UNDER JOB # 321-615-230.",,
3087926,3633423,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,158,ASHFORD STREET,11207,25,2 FAMILY DWELLINGS:FRAME,B2,25,1/3/2018,1,2018,1/26/2018 0:00,2744,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"NO RANG DOORBELL, KNOCK ON DOOR  FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO CALL FOR INSPECTION,, 1ST ATTEMPT..",,
3087926,3633423,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,158,ASHFORD STREET,11207,25,2 FAMILY DWELLINGS:FRAME,B2,25,1/3/2018,1,2018,1/31/2018 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"KNOCKED ON DOOR, NO ANSWER. FINAL ATTEMPT.",,
3087955,3631959,1L,GAS UTILITY REFERRAL,D,3,Brooklyn,153,ASHFORD STREET,11207,1,2 FAMILY DWELLINGS:CONVERTED(FROM 1 FAMILY),B3,1,12/18/2017,1,2018,1/2/2018 0:00,2695,C3,ACCESS DENIED - 1ST ATTEMPT,0,"MALE DENIED ACCESS AT FRONT DOOR, LEFT NOTICE TO CALL FOR INSPECTION",,
